@relation "temp2.txt"

@attribute id string 
@attribute tweet string
@attribute emotion string
@attribute class string 

@data
"06269"," @username Amargo tu tweet mejor ni lo publico ","anger", "1: se infiere un bajo grado de enojo"
"06842"," @username Amargo total . ","anger", "2: se infiere un grado moderado de enojo"
"03510"," ¿ Que se siente ser orgasmo y verla siempre, y que no pueda esconderse? 📚","anger", "0: no se infieren niveles de enojo"
"02955"," Porque demoran en Venirme a buscar ? 😠 😠 😅 ","anger", "1: se infiere un bajo grado de enojo"
"05365"," se enojo ( ? ) ","anger", "1: se infiere un bajo grado de enojo"
"01558"," Seremos Hnas, Pero Ya No Te Aguanto  ","anger", "3: se infiere un grado alto de enojo"
"05874"," Como se dice el tren atropello al perro en frances ? Le chu chx mato le gua gua ... ","anger", "0: no se infieren niveles de enojo"
"02230"," Dizque a poner la alarma en el calendario xd ","anger", "0: no se infieren niveles de enojo"
"06109"," Golpeas pataleas y haces berrinche porque no quiero ser tu novio 😝 #JustFriends ","anger", "0: no se infieren niveles de enojo"
"03379"," @username @username El viejo truco de mentir, mentir...millones? El primo es dueño? Tan desesperado Marquitos ??","anger", "0: no se infieren niveles de enojo"
"03325"," @username Insultos, denunciar la corrupción es insultar?","anger", "1: se infiere un bajo grado de enojo"
"01200"," SOS PILATOS ! ! ! : me siento furiosa ","anger", "3: se infiere un grado alto de enojo"
"04615"," @username @username @username Tranquilo ! En Valencia hemos visto que la imprenta de @username no tiene #Porno y tiene ","anger", "0: no se infieren niveles de enojo"
"02573"," Por qué soy tan minitahhh ","anger", "0: no se infieren niveles de enojo"
"00227"," Esta alarma está establecida para dentro de num hs y num min, estoy llorando","anger", "1: se infiere un bajo grado de enojo"
"02722"," Dime si es verdad, me dijeron que estás cansado #SebastianVillalobos #PDCs #KCAMexico","anger", "0: no se infieren niveles de enojo"
"03151"," - provocar . Tengo que comentar algo al respecto ? ? ? ","anger", "2: se infiere un grado moderado de enojo"
"01874"," ¿ Cómo que Facebook es para la gente feliz ? acaso el Twitter es para gente resentida, conflictiva, renegada y antisocial como yo.","anger", "1: se infiere un bajo grado de enojo"
"00106"," @username @username @username Lo que toenen apretado, es el cuello de los Mexicanos👹👎","anger", "2: se infiere un grado moderado de enojo"
"05127"," @username @username Pues nel, nomas nos vienes a insultar mejor dinos cosas bonitas.","anger", "1: se infiere un bajo grado de enojo"
"01793"," @username Es el dinero de todas y debe responder . Que indignación y q impotencia . ","anger", "3: se infiere un grado alto de enojo"
"00632"," #TotalmenteDivaMega grrr la mitad del capitulo dio aller 😤 😤 😤 ","anger", "1: se infiere un bajo grado de enojo"
"06221"," pegarle a una nena es de cobarde mi primo de num años ♥ ️ ","anger", "0: no se infieren niveles de enojo"
"03714"," Por cada mifuto de enfado perdamos sesenta segundos de felicidad . ","anger", "0: no se infieren niveles de enojo"
"04708"," Asumo mis consecuencia y admito mis errores, esos que excusé, por nerviosismo, por temores.","anger", "0: no se infieren niveles de enojo"
"02023"," @username @username vas a ir enfadada ? ","anger", "1: se infiere un bajo grado de enojo"
"03349"," @username Eres una gobernada indignada entonces 🤷 🏻 ‍ ♀ ️ ","anger", "3: se infiere un grado alto de enojo"
"01043"," @username ¿ Cuál es la pelea ? Jajajajajaja la chismosa . ","anger", "0: no se infieren niveles de enojo"
"03633"," Me reclamó nada . A veces yo extremaba mis ausencias, mis retrasos, mi mal humor, para provocar una aclaración. #ccdBot","anger", "1: se infiere un bajo grado de enojo"
"06295"," Me desperté y estaba la ventana abierta . ","anger", "0: no se infieren niveles de enojo"
"00873"," Pues en su intento por insultarme me dijo negro y marico y me pregunto que cuál será el nivel de este ser al decirme eso como insulto ","anger", "2: se infiere un grado moderado de enojo"
"00947"," 😱 😱 😱 escucharon ese trueno ? ⚡ ️ ","anger", "0: no se infieren niveles de enojo"
"02198"," Un asco me quedo el pelo 😤 😤 ","anger", "1: se infiere un bajo grado de enojo"
"00752"," Tragos de amargo liqor, que no me hasen olvidar Y me siento como un cobarde ,que asta me pongo a llorar","anger", "1: se infiere un bajo grado de enojo"
"06008"," Quiero que mi hermana mire el internado y no quiere, es una soreta.. 😭","anger", "1: se infiere un bajo grado de enojo"
"03246"," A veces me gusta ser chocante ","anger", "1: se infiere un bajo grado de enojo"
"02997"," @username yo no pq me dijiste resentida y sabes q no lo soy ","anger", "1: se infiere un bajo grado de enojo"
"03629"," No me enojo si me hacen desaparecer ","anger", "0: no se infieren niveles de enojo"
"06593"," @username @username @username @username @username @username Mola insultar a culerdos . 😬 😀 ","anger", "2: se infiere un grado moderado de enojo"
"05075"," Yo sé que esa mirada que me das no es para nada accidental Se nota la malicia y óyeme tú sí que sabes provocar ","anger", "0: no se infieren niveles de enojo"
"02765"," Le estaba por mandar un msj y me acordé que estaba enojada ","anger", "1: se infiere un bajo grado de enojo"
"03078"," @username Hirviendo estoy jajajajajaja ","anger", "0: no se infieren niveles de enojo"
"04425"," No sé, si vas a hablar de alienación, comprende al menos de qué va el término y no lo uses como insulto para demostrar clasismo intelectual.","anger", "3: se infiere un grado alto de enojo"
"06012"," @username @username lo consideras alguien terrible,pero¿te das cuenta de lo que escribes?","anger", "1: se infiere un bajo grado de enojo"
"05378"," Siempre estoy enojada, es mi don.. mi maldición.","anger", "2: se infiere un grado moderado de enojo"
"04589"," no me contesta y me enojo mas de lo ya estoy ","anger", "2: se infiere un grado moderado de enojo"
"06765"," Alguien se anda ganando su mentadita de madre ","anger", "2: se infiere un grado moderado de enojo"
"01897"," Mi corazón es grande pero mas grande es mi enfado ","anger", "2: se infiere un grado moderado de enojo"
"00680"," @username Si es por eso qué tengo yo super depresión ","anger", "0: no se infieren niveles de enojo"
"04399"," Cada una de nosotras tiene un truco para provocar a su pareja ","anger", "0: no se infieren niveles de enojo"
"04906"," Ejercicio para el Alma : Piensa en un futuro hermoso y no te quedes atrapado en un Pasado Amargo ¡ Amate a ti mismo ( a ) ! . ","anger", "0: no se infieren niveles de enojo"
"05985"," ¿ Sabéis el pulpo de buscando a Dory ? ¿ Recordáid que le faltaba un tentáculo y que vivía totalmente amargado y resentido ? ","anger", "0: no se infieren niveles de enojo"
"02810"," Que hdp es 😠 ","anger", "3: se infiere un grado alto de enojo"
"00943"," Literal que todos pollerean hoy en vez de salir que onda ? Si no consigo segunda para la juntada me sumo lamentablemente ","anger", "1: se infiere un bajo grado de enojo"
"01045"," Ser feliz no es tener una vida perfecta ; ser feliz es reconocer que la vida vale la pena, a pesar de las dificultades.","anger", "0: no se infieren niveles de enojo"
"05953"," @username Espero valga la pena ! ! ! 😅 😅 ","anger", "0: no se infieren niveles de enojo"
"00525"," Si hay que ir se va ... a las num nos vemos #castellers #xiquetstgn #rabia #orgull ","anger", "0: no se infieren niveles de enojo"
"06179"," Si alguien me habla no me enojo ","anger", "0: no se infieren niveles de enojo"
"01381"," Misofonia : disgusto provocado por los sonidos que producen los demás, como respirar o masticar.","anger", "0: no se infieren niveles de enojo"
"02065"," Jajajajajajajajaajjajajaajaj era peligrosa la tecnica ","anger", "0: no se infieren niveles de enojo"
"05776"," @username Es que es una ofensa para la población penastica, okis.","anger", "2: se infiere un grado moderado de enojo"
"04279"," siempre igual ya estoy harto #indignado #enfadado ","anger", "3: se infiere un grado alto de enojo"
"01066"," @username @username JAJAJAJAJAJAJAJAJA te la metieron hasta por las fosas nasales, pedazo de amargo hijo de puta.","anger", "3: se infiere un grado alto de enojo"
"04774"," @username Se me ríe el tuje gagaga #indignada ","anger", "1: se infiere un bajo grado de enojo"
"04114"," @username Le pondre la pelea d naruto vs pain y le dire si nagato pudo cambiar tu tmb ","anger", "0: no se infieren niveles de enojo"
"04176"," #GÉMINIS : a veces piensas como ejecutar una buena venganza contra los que han sido malos contigo . Tarde o temprano la llevarás a cabo ... ","anger", "1: se infiere un bajo grado de enojo"
"03336"," @username @username @username El palo no va a funcionar subnormal 😤 ","anger", "1: se infiere un bajo grado de enojo"
"04265"," Yo sé que no me ha dado sueño porque estoy indignado . ","anger", "2: se infiere un grado moderado de enojo"
"02149"," @username No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?","anger", "1: se infiere un bajo grado de enojo"
"06490"," @username ayer vi la fiesta Argentina en Gh, probaste el mate amargo bien argentino? Tienes que aprender a tomarlo para el desayuno😄","anger", "0: no se infieren niveles de enojo"
"03016"," Me hacen envenenar esos culiados que se hacen los puertoriqueños que problema tenes en el cerebro ","anger", "3: se infiere un grado alto de enojo"
"05861"," Eso para vos no es un insulto ? ","anger", "1: se infiere un bajo grado de enojo"
"04263"," Ojalá y Dios ponga su mano para tener calma de la sed de venganza que puede continuar . ","anger", "0: no se infieren niveles de enojo"
"01501"," Esto es tan doloroso 😭 Ya dejen de sufrir 😭 ","anger", "1: se infiere un bajo grado de enojo"
"04510"," @username Detesto comer fuera de hora . 😠 ","anger", "2: se infiere un grado moderado de enojo"
"00706"," vivo cansada como que el cansancio ya es parte de mi, me acostumbre","anger", "0: no se infieren niveles de enojo"
"00732"," @username Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢","anger", "0: no se infieren niveles de enojo"
"00836"," La ironía que amo las plantas y nunca me regalaron ni un ramo de flores cortado de una alguna casa #Tristeza ","anger", "1: se infiere un bajo grado de enojo"
"02455"," Que amargado sooos, DIOS !!","anger", "2: se infiere un grado moderado de enojo"
"00888"," @username Bueno a estos le hemos escuchado decir cada cosa ... ! ! Infeliz ... ","anger", "2: se infiere un grado moderado de enojo"
"03189"," Se enojo por que le hacerte el nombre 😂 😂 ","anger", "0: no se infieren niveles de enojo"
"04963"," Comer una cucharada de mostaza con miel en ayunas = beber ácido hirviendo . ","anger", "0: no se infieren niveles de enojo"
"01357"," Que indignación le tengo al chabón que me dijo prostituta por llevar puesto un cancán calado . La puta que te parió . Ni que fuera de red man . ","anger", "3: se infiere un grado alto de enojo"
"00166"," Es que esta es la venganza porque cuando estaba en mis años mozos, no me salían nunca","anger", "2: se infiere un grado moderado de enojo"
"02268"," Temor a estar solos . ","anger", "0: no se infieren niveles de enojo"
"00806"," Mc estar enojada con mi hermano porque veo algo y lo quiero etiquetar pero mi orgullo no me dejaaa ","anger", "1: se infiere un bajo grado de enojo"
"02563"," Uy lpm que miedo, espero que no sea nada grave","anger", "0: no se infieren niveles de enojo"
"04302"," está ansiosa para a premiére de dunkirk ? #askdirectioner ","anger", "0: no se infieren niveles de enojo"
"04165"," Me gustaría tomarte en serio, pero hacerlo seria ofender tu inteligencia.","anger", "2: se infiere un grado moderado de enojo"
"03791"," Quede de cara cuando apareció donald glover en spiderman,tremenda felicidad me dio","anger", "0: no se infieren niveles de enojo"
"04948"," @username Joe, yo te insulto y tú me halagas, así da gusto 😌","anger", "0: no se infieren niveles de enojo"
"05459"," Pero nose si el se enojo o yo ","anger", "1: se infiere un bajo grado de enojo"
"01022"," Paula está indignada y yo que no tengo ni para indignarme ","anger", "1: se infiere un bajo grado de enojo"
"03866"," La mejor arma es la que transforma el pesimismo en optimismo . ","anger", "0: no se infieren niveles de enojo"
"02702"," @username Buen dia vege, espero no estes enojado y pienses que hay gente que si sabe valorar todo el esfuerzo que tu haces, te amo💜","anger", "0: no se infieren niveles de enojo"
"01796"," Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos.","anger", "1: se infiere un bajo grado de enojo"
"04138"," @username es más enojo que persona . ","anger", "1: se infiere un bajo grado de enojo"
"00704"," @username si llegas a mi casa con unas así no me enojo, hasta te dejo entrar","anger", "0: no se infieren niveles de enojo"
"06947"," Estoy rodeada de personas muy resentida . 😔 ","anger", "1: se infiere un bajo grado de enojo"
"00923"," Y por ello, al ser una espera dramática y televisada, marco un antes y un después, una reacción lógica de ira del pueblo, q fué descafeinada","anger", "1: se infiere un bajo grado de enojo"
"04884"," ¿ Qué tan resentida puedes estar para querer meterte en una relación ? ¿ Quién te hizo tanto daño ? 🤔 ","anger", "2: se infiere un grado moderado de enojo"
"05405"," @username @username No tienes ni puta idea de lo que dices, el insulto por joder y porque se os acaba el chollo.","anger", "3: se infiere un grado alto de enojo"
"05440"," Que mh wacho ","anger", "1: se infiere un bajo grado de enojo"
"05296"," jajajajajaj seguimos resentida ? ? ","anger", "0: no se infieren niveles de enojo"
"02994"," Tremenda bronca, mejor me voy a dormir para no matar a nadie","anger", "3: se infiere un grado alto de enojo"
"00840"," @username sos amargo jugando ","anger", "1: se infiere un bajo grado de enojo"
"06757"," Imagino la indignación, preocupación y rabia de turistas que eligieron Perú para disfrutar y al final pasarla mal. La indiferencia es peor.","anger", "1: se infiere un bajo grado de enojo"
"03027"," Me enojo súper rapido,lpm🙄✋","anger", "1: se infiere un bajo grado de enojo"
"02153"," O mi verano cambia radical o se convertirá en el verano mas aburrido de la historia ","anger", "1: se infiere un bajo grado de enojo"
"02914"," Odio cuanti está todo el mundo enfadado y gritando o sea que puta culpa tengo yo ","anger", "3: se infiere un grado alto de enojo"
"02272"," Tengo un hijo y apoyo que no nos dejen entrar a todos lados con ese gritón implacable . ","anger", "0: no se infieren niveles de enojo"
"06407"," via @username : @username Amargado ... Solo era una pregunta y yaaa ... Deje la amargura ","anger", "1: se infiere un bajo grado de enojo"
"05281"," abandonada ¯ \ _ ( ツ ) _ / ¯ ","anger", "0: no se infieren niveles de enojo"
"03931"," Es que mi nivel de madurez es superior al de los demás - Una amargada . ","anger", "1: se infiere un bajo grado de enojo"
"03804"," Estaba viendo una peli de terror y así de la nada, a mitad de la peli  comienzan a coger dos minas ahre de que me perdí dije","anger", "0: no se infieren niveles de enojo"
"00296"," Hace dos días no tenía ni idea de qué era Castlevania y hoy estoy enfadada porque solo hay num capítulos de mierda . ","anger", "3: se infiere un grado alto de enojo"
"01017"," Me acuerdo que mañana viene la señora y me enojo porque me tengo que levantar temprano pero pues tq sra lidia, si no la casa fuera un asco 😢","anger", "2: se infiere un grado moderado de enojo"
"04145"," Igual estoy enojada con vos 😞 😘 @username ","anger", "2: se infiere un grado moderado de enojo"
"06004"," Vengo d mi antiguo insti dond estudié bach d artes #Getafe #antoniolopez #nostalgia #Rabia al ver q se lo están cargando al no darles apoyo 😡 ","anger", "3: se infiere un grado alto de enojo"
"04624"," Un día use las cadenitas que me regalaron y La de mí bautismo, me las olvide en el dpto. Hice que me La trajera mí vieja y le robaron. Bien","anger", "1: se infiere un bajo grado de enojo"
"05346"," La sonrisa y el ceño no deben asaltarte cuando menos lo esperes . La sonrisa debe estar a tu servicio, acudir sólo cuando la llames.","anger", "0: no se infieren niveles de enojo"
"05876"," @username Lamentable para mi, no creo que sea posible vernos, y eso si me pone sad. 😢💔 Igual se divierten y la pasan bonito. 😃❤✨","anger", "0: no se infieren niveles de enojo"
"03218"," no les pasa que no les hablan a alguien pq piensan que está enojado, pero resulta que él igual pensaba que tu estabas enojada jaja re lokiz","anger", "0: no se infieren niveles de enojo"
"04525"," @username No me ilusiones así 😤 ","anger", "0: no se infieren niveles de enojo"
"00185"," Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌 👏 🏻 ","anger", "0: no se infieren niveles de enojo"
"00550"," Trago amargo, yo cada vez que veo videos de ese partido siento un vacío en el estomago feísimo","anger", "2: se infiere un grado moderado de enojo"
"06213"," Me estoy empezando a asustar . ","anger", "0: no se infieren niveles de enojo"
"04038"," Pesa mas la #rabia q el #cemento ","anger", "2: se infiere un grado moderado de enojo"
"06835"," ¿ Por qué no calculan clases en mi escuela ? No hice la exposición ","anger", "1: se infiere un bajo grado de enojo"
"06002"," aMARgado ayer tarde por nadar a la mañana,hoy en la mañana agujas en el brazo entraron a despertar las Olas  fluyen dentro del ohmbrito","anger", "1: se infiere un bajo grado de enojo"
"02127"," Me comi una palabra por estar enojada jaja ","anger", "0: no se infieren niveles de enojo"
"00783"," @username esque mi internet esta ripeando ya despues como a las num ira bien ","anger", "0: no se infieren niveles de enojo"
"01083"," Estoy re nervioso con este tema ","anger", "0: no se infieren niveles de enojo"
"00691"," @username si me contestas no me enojo . ","anger", "0: no se infieren niveles de enojo"
"02999"," @username @username @username @username @username @username Nervioso yo ? ? ? Te pica el culo porteño . Amarguísimo ","anger", "2: se infiere un grado moderado de enojo"
"01614"," La hacen re larga . ","anger", "1: se infiere un bajo grado de enojo"
"01346"," Me pronostican lluvia toda la semana . #Depresión ","anger", "1: se infiere un bajo grado de enojo"
"00128"," Este tweet esta deprimido por muchos recuerdos :( ","anger", "1: se infiere un bajo grado de enojo"
"04435"," Día tan re aburrido u_u ","anger", "0: no se infieren niveles de enojo"
"06077"," ness no te pienso responder toy enojado . ","anger", "3: se infiere un grado alto de enojo"
"02641"," Me corte mi deditooo ! ! 😣 malditas pastillas buscare venganza haha 😄 ","anger", "2: se infiere un grado moderado de enojo"
"04016"," Dios bendice al pueblo de Venezuela en esta horas de oscuridad, que llegue la luz!!!","anger", "0: no se infieren niveles de enojo"
"03066"," Y bueno, dejemos de remar por hoy que hasta ayer estaba muy enfadado con la venta de Yuri y el posible fichaje de Iñigo por el Inter...","anger", "2: se infiere un grado moderado de enojo"
"00211"," Este dilema financiero me tiene con una zozobra tan brava . : me siento pensativo ","anger", "0: no se infieren niveles de enojo"
"00488"," @username A mí me dicen que aca llega apenas num mb y que rabia ","anger", "2: se infiere un grado moderado de enojo"
"03547"," @username Por costoso en avión y peligroso por tierra ","anger", "0: no se infieren niveles de enojo"
"03014"," @username Pa que dices na ","anger", "0: no se infieren niveles de enojo"
"01293"," @username No creo yo eso jajajajaja si conmigo estas amargado ","anger", "0: no se infieren niveles de enojo"
"00865"," @username Maaal, lo vi la semana pasada, saben mas de mi vida q yo misma!! ","anger", "0: no se infieren niveles de enojo"
"01126"," @username @username ... para gran disgusto de Quevedo 😝 ","anger", "1: se infiere un bajo grado de enojo"
"06853"," Mi sobrina sigue en cama . No ha comido en varias horas . Parece que la energía del cuerpo se le ha ido . La luz le molesta un poco . #tristeza ","anger", "1: se infiere un bajo grado de enojo"
"03787"," @username por favor a cambiado hay peligro por q sus hijos ya estan fuera del pais . ","anger", "0: no se infieren niveles de enojo"
"02403"," @username Las letras reflejaban la depresión que llevaba el loco ","anger", "1: se infiere un bajo grado de enojo"
"00358"," Que bajón me dio ver eso 😭 ","anger", "0: no se infieren niveles de enojo"
"02961"," @username Me hackearon ! 😢 ","anger", "1: se infiere un bajo grado de enojo"
"06086"," @username @username @username Cállate señorita venganza ","anger", "2: se infiere un grado moderado de enojo"
"02843"," @username < Elisabeth había peleado . El espejo estaba hecho añicos, y varios tramos del suelo se habían manchado de sangre. Segundo >","anger", "1: se infiere un bajo grado de enojo"
"03792"," @username Sii 😂 💔, eso si es incómodo Ash 😂😂","anger", "0: no se infieren niveles de enojo"
"06888"," Si alguien me quiere hablar no me enojo jajajaja ","anger", "0: no se infieren niveles de enojo"
"00701"," Fui hecha mierda a la cancha pero que manera de disfrutarrr, terrible partido","anger", "0: no se infieren niveles de enojo"
"05855"," — Tengo miedo . — ¿ De qué ? — De que te canses de mí . — ¿ Tú te cansas de respirar ? — No . — Pues es lo mismo . ","anger", "0: no se infieren niveles de enojo"
"03426"," Agradecemos a @username y a @username expresar la indignación ante la llegada mal y tarde del Gobierno al compromiso con #refugiados ","anger", "2: se infiere un grado moderado de enojo"
"00921"," @username Creo q fue un poco de venganza ","anger", "0: no se infieren niveles de enojo"
"04217"," Negro culiadooo, me tenés abandonado en el Paladins, en el LoL, en todo jajajajaja cuando nos juntamos a chupar?","anger", "0: no se infieren niveles de enojo"
"03286"," Me enfurece la gente que desconoce la importancia de cada delegación en la Cd de México #ira 😠 ","anger", "3: se infiere un grado alto de enojo"
"04807"," @username @username Muy feo ! ! Horrible se ve la publicidad ! ! ","anger", "2: se infiere un grado moderado de enojo"
"01418"," Mi huerta necesita agua con desesperación y yo me duermo . ","anger", "0: no se infieren niveles de enojo"
"02164"," Cómo me enferrrman estás cosasss ","anger", "3: se infiere un grado alto de enojo"
"05608"," SORPRESA EN LA PUERTA : ¬ ° unas tentadoras cajas de regalo rojas y amarillas est √ ° n causando revuelo en las puertas ! #SmurfsVillage @username ","anger", "0: no se infieren niveles de enojo"
"01551"," Como me van a decir gobernada, estoy indignada.","anger", "3: se infiere un grado alto de enojo"
"01741"," Siempre sale uno enojado cuando jugamos a la lotería 😂 ","anger", "1: se infiere un bajo grado de enojo"
"01214"," @username Si, @Aylenmilla me lo hizo, buff muy amargo","anger", "1: se infiere un bajo grado de enojo"
"04378"," Bola de pendejos sin madre los que están asaltando coches en medio del tráfico #Rabia ","anger", "3: se infiere un grado alto de enojo"
"06113"," @username Pare usted el carro de la indignación que se pasa de parada ♥ ♥ ♥ ","anger", "1: se infiere un bajo grado de enojo"
"00803"," @username Con no insultar ni descalificar ya nos podríamos conformar, pero por desgracia hay gente q no es capaz ni de eso","anger", "2: se infiere un grado moderado de enojo"
"01472"," El enojo me puede durar ufff 🙄 ","anger", "1: se infiere un bajo grado de enojo"
"04373"," @username Vamooos #PeñA ! ! ! El coach está demostrando que es gigante ! ! ! #Leo ","anger", "0: no se infieren niveles de enojo"
"01458"," Que en la batalla del amor, sé que he peleado con honor, te lo di todo y lo perdí.","anger", "0: no se infieren niveles de enojo"
"06508"," Si alguien me habla no me enojo 😜 ","anger", "0: no se infieren niveles de enojo"
"06893"," Ahora me voy a ir a dormir enojado . ","anger", "2: se infiere un grado moderado de enojo"
"03915"," Ya estos hps me tienen harto la verdad . 😠 ","anger", "3: se infiere un grado alto de enojo"
"02713"," @username Esa quien ? Porq siempre tenes q meter a alguien che pajerito resentido jajajajajajaja ","anger", "1: se infiere un bajo grado de enojo"
"01895"," @username Un vago redomado que al principio hacia gracia, perdió kilos y perdió gracia, las dos cosas, al final es un resentido pelota","anger", "1: se infiere un bajo grado de enojo"
"06940"," @username En claro signo de desesperación por verse descubierto el gigantesco fraude cometido a la nación . ","anger", "2: se infiere un grado moderado de enojo"
"05556"," Odio ser tan sensible, me emociono muy rápido, me enojo muy rápido y me pongo mal el doble de rápido.","anger", "2: se infiere un grado moderado de enojo"
"01491"," Si empieza a llover no me enojo ","anger", "0: no se infieren niveles de enojo"
"01113"," @username estoy de acuerdo contigo lamentablemente lo economico esta por encima del deporte me refiero a dos torneos cortos saludos ","anger", "0: no se infieren niveles de enojo"
"05115"," Cuando un niño hace un berrinche porque querían un hermanito en vez de hermanita . Qué propones ? Que aborte la mamá y lo intente otra vez ? ","anger", "1: se infiere un bajo grado de enojo"
"03097"," @username Okay tu ganas, no eres amargada, claramente en esa foto se ve que eres suuuuuper buena onda.","anger", "1: se infiere un bajo grado de enojo"
"03439"," Qué es lo que busca el hombre ? Corromperse más ? Dios está indignado de esta sociedad la venida del sr . Jesucristo está cerca . ","anger", "1: se infiere un bajo grado de enojo"
"05589"," La gente siempre piensa que los estoy mirando mal . Yo no miro mal a nadie, tengo cara de amargado y ya.","anger", "2: se infiere un grado moderado de enojo"
"00614"," Lamentablemente, sí, lo conozco. —Ni se ha molestado en apartarle, le da un poco igual que se apoye en él.—","anger", "1: se infiere un bajo grado de enojo"
"04115"," Si me hablan no me enojo eh ","anger", "1: se infiere un bajo grado de enojo"
"05824"," Me dicen sin ofender y me ofende un vergo ","anger", "2: se infiere un grado moderado de enojo"
"02916"," Como dos Ángeles torturados por un implacable placer En el cristal azul del amanecer Sigamos tras el espejismo . Baudelaire ","anger", "0: no se infieren niveles de enojo"
"04865"," @username Son los que valen la pena 😳 #Rayito ","anger", "0: no se infieren niveles de enojo"
"04004"," Alguien anda resentido . 😂 😂 😂 ","anger", "0: no se infieren niveles de enojo"
"00478"," Me pongo nerviosa que hace media hora se escuche a la policía, o bomberos, o ambulancia. Agarrame Martaa","anger", "0: no se infieren niveles de enojo"
"06927"," Una lástima que se llevaran a @username por delante ... Salida perfecta, el podio estaba ahí... 😩 #Rabia #VamosFernando #GpSingapur #F1","anger", "2: se infiere un grado moderado de enojo"
"03733"," Que aburrido mi dia del amigo ! ! ! ","anger", "0: no se infieren niveles de enojo"
"05656"," @username no joda eso sí da rabia hp ","anger", "3: se infiere un grado alto de enojo"
"04528"," Es muy fuerte El otro día estaba escuchando Leave out all the rest, me pone tan melancólica esa canción  Que si la escucho ahora...","anger", "0: no se infieren niveles de enojo"
"03093"," Por que sorete me dejas tan nerviosa no se AAAH me voy a morir ( ? ? ? ahr si ","anger", "0: no se infieren niveles de enojo"
